year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2016,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,CT,1202.5174000000002
2010,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,NE,322.15344
2011,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,NE,279.35693000000003
2012,Female,FALSE,FALSE,49,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",KY,923.57317
2015,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KY,917.89357
2014,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,KY,887.78622
2013,Female,FALSE,FALSE,50,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",KY,862.8620800000001
2013,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,GA,1288.0753399999999
2012,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,GA,1387.28956
2009,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,WA,1204.0209399999999
2011,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1674.3933499999998
2012,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1410.9434800000001
2014,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,GA,1406.65734
2015,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,GA,1274.33621
2013,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1319.6104799999998
2017,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,AR,463.96867000000003
2009,Female,TRUE,TRUE,35,25-54,Black,Non-Hispanic,Associate degree,US native,FL,1669.9338599999999
2010,Female,FALSE,FALSE,29,25-54,White,Hispanic,Bachelor's degree,US native,TX,1550.33687
2009,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1395.64466
2010,Female,TRUE,TRUE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1334.10373
2012,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Associate degree,US native,FL,1486.14765
2012,Male,TRUE,TRUE,58,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1742.63753
2013,Female,TRUE,TRUE,43,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",NY,1346.44699
2012,Female,TRUE,TRUE,42,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",NY,1478.64916
2012,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1170.37772
2016,Female,TRUE,TRUE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1213.96315
2017,Male,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,FL,1489.06529
2016,Male,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1383.42904
2014,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,AZ,1048.51917
2016,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Graduate degree,US native,AL,834.88471
2015,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Completed high school,US native,LA,610.06224
2012,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,683.52481
2009,Male,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,AR,784.08732
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,ND,160.99804999999998
2013,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,167.38461
2017,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,1423.46585
2017,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Some college,"Foreign-born, citizen",FL,1417.89741
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Graduate degree,US native,DE,124.68399
2011,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,141.70523
2014,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,185.73231
2012,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",SC,1028.9686
2011,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",SC,919.78274
2016,Male,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,1041.16308
2017,Male,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,KY,1079.68973
2015,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,LA,730.19322
2017,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,560.63772
2016,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,489.13145999999995
2017,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Graduate degree,US native,MS,535.01813
2016,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Graduate degree,US native,MS,471.61062000000004
2017,Female,TRUE,TRUE,30,25-54,Black,Non-Hispanic,Some college,US native,NY,1135.6507100000001
2015,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,133.14699000000002
2016,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,138.07531
2015,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,171.10575
2016,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,144.02564999999998
2017,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,165.95683
2017,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Graduate degree,"Foreign-born, citizen",WV,266.04524000000004
2016,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Graduate degree,US native,CT,1016.57894
2016,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Associate degree,US native,CA,1189.86191
2015,Female,TRUE,TRUE,30,25-54,White,Non-Hispanic,Associate degree,US native,CA,1152.2732799999999
2017,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,UT,540.82528
2016,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,UT,537.5979500000001
2010,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Graduate degree,US native,NC,1553.5791800000002
2011,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Graduate degree,US native,NC,1717.3262900000002
2014,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,SC,1032.7410599999998
2013,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,1040.3208
2014,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,OR,758.31639
2015,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,648.19865
2017,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1366.53264
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Graduate degree,US native,CO,1578.48115
2016,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,WV,244.26142
2015,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,DE,287.03755
2012,Male,FALSE,FALSE,61,55 and over,White,Hispanic,Associate degree,US native,TX,1623.04986
2013,Male,FALSE,FALSE,61,55 and over,White,Hispanic,Associate degree,US native,TX,1505.20596
2013,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,TX,1461.49216
2014,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,TX,1660.4269100000001
2017,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,AL,787.9130299999999
2016,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Some college,US native,CO,1643.8105500000001
2017,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1271.93865
2017,Female,TRUE,TRUE,61,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1209.06229
2013,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,175.71142
2015,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Graduate degree,US native,AZ,965.9164699999999
2017,Female,FALSE,FALSE,49,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1130.7580400000002
2017,Female,FALSE,FALSE,63,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CA,1216.32365
2016,Female,FALSE,FALSE,57,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1357.1398800000002
2017,Female,FALSE,FALSE,58,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1486.34152
2016,Female,TRUE,TRUE,47,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1550.5094100000001
2016,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Associate degree,US native,AR,442.74741000000006
2016,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Some college,US native,CO,1207.03975
2017,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Some college,US native,CO,1723.4407500000002
2017,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1217.30558
2016,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1368.85979
2016,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1236.6073000000001
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1192.00305
2010,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,NE,331.55171
2011,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,NE,350.45255000000003
2013,Female,FALSE,FALSE,55,55 and over,American Indian (Alaskan Native),Non-Hispanic,Associate degree,US native,KS,518.7289499999999
2013,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,ND,146.93034
2011,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Associate degree,US native,IN,1955.84169
2010,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,MN,610.53044
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Graduate degree,US native,MN,528.54169
2015,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,377.21032
2010,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,NH,194.92852
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,855.91981
2013,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,1529.45543
2009,Female,FALSE,FALSE,52,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",MD,813.95096
2009,Female,FALSE,FALSE,26,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",MD,970.17287
2013,Female,TRUE,TRUE,64,55 and over,American Indian (Alaskan Native),Non-Hispanic,Associate degree,"Foreign-born, citizen",MD,452.77315
2011,Female,FALSE,FALSE,55,55 and over,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",MD,730.95654
2012,Female,FALSE,FALSE,51,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",WA,1027.97559
2013,Female,FALSE,FALSE,52,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",WA,1146.63001
2013,Female,FALSE,FALSE,36,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",WA,1386.93626
2012,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Graduate degree,US native,CO,706.05031
2011,Female,FALSE,TRUE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,726.57219
2015,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,VT,134.3633
2011,Female,FALSE,FALSE,31,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",AZ,2271.09359
2012,Female,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",AZ,1491.65219
2016,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,431.63796
2013,Female,FALSE,FALSE,46,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1146.7263
2017,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,IN,1083.22322
2017,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1141.68389
2016,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1221.45755
2011,Female,TRUE,TRUE,54,25-54,Black,Non-Hispanic,Completed high school,"Foreign-born, citizen",PA,1025.53704
2016,Female,FALSE,TRUE,30,25-54,White,Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CA,968.77433
2017,Female,TRUE,TRUE,35,25-54,White,Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CA,1565.97592
2011,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,IL,1349.87455
2011,Female,FALSE,FALSE,54,25-54,White,Hispanic,Graduate degree,US native,KS,589.76027
2010,Female,FALSE,FALSE,34,25-54,American Indian (Alaskan Native),Non-Hispanic,Graduate degree,US native,NC,1250.95737
2017,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Graduate degree,US native,FL,1474.52478
2016,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Graduate degree,US native,FL,1417.69886
2016,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,KS,688.15305
2012,Female,TRUE,TRUE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,AL,1515.6838599999999
2013,Female,TRUE,TRUE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,1375.59229
2010,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1105.90438
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1381.59834
2013,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,187.95029
2009,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Associate degree,US native,AK,137.25011
2010,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,AR,885.85222
2009,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,AR,834.06304
2011,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,AR,949.4819
2013,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,AR,830.28227
2012,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,AR,712.34492
2013,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,IA,443.71994000000007
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,IA,462.06324000000006
2009,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,177.33549
2016,Female,FALSE,FALSE,63,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1276.95309
2012,Male,FALSE,FALSE,37,25-54,White,Hispanic,Bachelor's degree,US native,CO,849.8525400000001
2013,Male,FALSE,FALSE,38,25-54,White,Hispanic,Bachelor's degree,US native,CO,795.4379200000001
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,ME,224.94699
2016,Female,TRUE,TRUE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1122.31644
2015,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,1439.01099
2014,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,1529.05065
2013,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1134.27305
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1164.6531300000001
2014,Female,TRUE,TRUE,52,25-54,Asian,Non-Hispanic,Associate degree,US native,NY,905.88182
2013,Female,TRUE,TRUE,51,25-54,Asian,Non-Hispanic,Associate degree,US native,NY,1362.6053900000002
2011,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,LA,1790.39538
2014,Male,FALSE,FALSE,38,25-54,Black,Non-Hispanic,Associate degree,US native,VA,794.0528
2014,Female,FALSE,FALSE,29,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",VA,1159.82974
2012,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,ME,221.98581
2013,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,ME,238.29328
2011,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,FL,1386.19714
2010,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,FL,1282.0653
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,438.42032
2013,Female,TRUE,TRUE,47,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1287.25799
2012,Female,FALSE,FALSE,46,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1223.47843
2011,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,NY,1118.53754
2014,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,548.8202699999999
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1085.82098
2011,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Associate degree,US native,NY,1303.31365
2010,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,NY,1235.93177
2010,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,MN,553.28828
2011,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,MN,577.1810499999999
2011,Female,FALSE,FALSE,61,55 and over,Black,Non-Hispanic,Associate degree,US native,FL,1379.2892200000001
2014,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1212.87509
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,PA,1329.44324
2013,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,1210.26975
2017,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,AK,160.57932
2016,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,432.46493
2016,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,MI,1187.7588
2015,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,MI,1151.8146199999999
2015,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",CO,1208.7839900000001
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,801.9593600000001
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,MS,393.15725000000003
2014,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Graduate degree,US native,MO,1261.41917
2017,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,KY,1162.94182
2017,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,908.16638
2010,Female,TRUE,TRUE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1392.46108
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,800.25428
2013,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,626.60221
2014,Male,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1499.8580200000001
2010,Female,FALSE,FALSE,73,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1097.72352
2009,Female,FALSE,FALSE,72,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1263.22626
2009,Male,FALSE,FALSE,40,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",CA,1067.56847
2010,Male,TRUE,TRUE,41,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",CA,999.4141999999999
2013,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1150.6422
2017,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1232.64244
2015,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Graduate degree,US native,AR,467.27043999999995
2016,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Graduate degree,US native,AR,403.80338
2014,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,657.94959
2010,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,HI,226.61264999999997
2010,Female,TRUE,TRUE,55,55 and over,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",NV,373.77957000000004
2016,Female,FALSE,FALSE,28,25-54,White,Hispanic,Associate degree,"Foreign-born, citizen",FL,1293.15713
2009,Female,FALSE,FALSE,30,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",CA,1057.46272
2014,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,AK,164.55601
